City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,broome,42.2506,-75.833,-0.75,56,100,3.09,US,1738272424
279,atafu village,-8.5421,-172.5159,28.38,74,93,7.36,TK,1738272704
280,vila velha,-20.3297,-40.2925,27.97,65,0,7.72,BR,1738272706
281,kokshetau,53.2775,69.3883,-25.35,100,100,1.9,KZ,1738272707
282,pokhara,28.2333,83.9833,12.3,46,22,2.09,NP,1738272708
283,udachny,66.4167,112.4,-31.7,98,98,1.85,RU,1738272709
284,montero,-17.3333,-63.25,25.45,88,100,0.98,BO,1738272712
285,mariental,-24.6333,17.9667,28.3,21,82,9.31,NA,1738272715
286,long beach,33.767,-118.1892,15.55,67,100,3.6,US,1738272657
287,seven pagodas,12.6264,80.1722,24.41,84,2,2.32,IN,1738272717
288,ak-dovurak,51.1833,90.6,-20.61,96,100,0.36,RU,1738272718
289,pemangkat,1.1667,108.9667,25.19,85,100,4.57,ID,1738272720
290,brisas de zicatela,15.8369,-97.0419,30.29,70,0,2.57,MX,1738272721
291,ilebo,-4.3167,20.5833,22.08,92,88,0.43,CD,1738272722
292,paradip garh,20.3167,86.6167,21.32,90,5,3.54,IN,1738272723
293,smithers,54.7804,-127.1743,-5.82,68,20,3.09,CA,1738272725
294,ad dindar,13.2,34.1667,24.06,25,0,4.97,SD,1738272726
295,arraial do cabo,-22.9661,-42.0278,27.92,65,75,6.17,BR,1738272727
296,lakatoro,-16.0999,167.4164,28.17,77,100,1.66,VU,1738272728
297,stanley,54.868,-1.6985,0.29,90,0,1.03,GB,1738272407
298,howrah,22.5892,88.3103,23.0,88,20,4.12,IN,1738272732
299,fisterra,42.9049,-9.2629,11.39,67,100,4.0,ES,1738272733
300,marsabit,2.3284,37.9899,21.41,50,2,3.03,KE,1738272734
301,yuzhno-sukhokumsk,44.6581,45.6436,3.4,97,1,2.99,RU,1738272735
302,inarajan village,13.2736,144.7484,27.11,76,100,10.71,GU,1738272737
303,nicoya,10.1483,-85.452,32.19,46,13,3.7,CR,1738272738
304,hengchun,22.0042,120.7439,18.43,77,99,9.04,TW,1738272739
305,nagqu,31.5,92.0,-12.67,32,0,0.68,CN,1738272740
306,swakopmund,-22.6833,14.5333,18.52,82,28,7.16,NA,1738272668
307,peace river,56.2501,-117.286,-13.83,78,100,6.17,CA,1738272743
308,kidal,18.4411,1.4078,21.31,15,28,3.69,ML,1738272744
309,alpena,45.0617,-83.4327,2.62,71,0,3.09,US,1738272745
310,taikang,46.8333,124.4167,-22.32,89,59,2.56,CN,1738272746
311,kailua-kona,19.6406,-155.9956,30.86,67,0,12.35,US,1738272747
312,dobryanka,58.4619,56.4165,-3.3,97,100,2.49,RU,1738272749
313,sovetsk,55.0839,21.8785,5.83,83,100,2.98,RU,1738272750
314,papao,-17.75,-149.55,29.82,75,13,8.27,PF,1738272751
315,pacific grove,36.6177,-121.9166,11.71,82,100,2.57,US,1738272720
316,panazol,45.8333,1.3,5.74,81,100,4.63,FR,1738272754
317,kayangel,8.0823,134.7173,28.41,79,100,10.58,PW,1738272755
318,kolonia town,6.964,158.206,28.06,78,100,6.69,FM,1738272756
319,wesley,15.5667,-61.3167,25.74,75,37,5.25,DM,1738272759
320,luoyang,34.6836,112.4536,-0.27,70,100,2.04,CN,1738272603
321,lichinga,-13.3128,35.2406,16.72,95,100,1.29,MZ,1738272761
322,kavalerovo,44.2661,135.0572,-16.86,89,41,3.15,RU,1738272762
323,desaguadero,-16.5656,-69.0417,13.24,55,44,7.09,PE,1738272764
324,isangel,-19.55,169.2667,29.06,79,40,1.03,VU,1738272765
325,whistler,50.1164,-122.9695,0.57,93,100,2.57,CA,1738272766
326,kodinsk,58.6881,99.1844,-35.36,100,32,1.25,RU,1738272767
327,kochenevo,55.0218,82.202,-13.34,96,99,2.99,RU,1738272769
328,palapag,12.5458,125.1147,25.37,86,66,4.9,PH,1738272770
329,las khorey,11.1595,48.1967,22.65,62,17,2.37,SO,1738272771
330,badger,64.8,-147.5333,-27.79,75,40,1.54,US,1738272772
331,mount gambier,-37.8333,140.7667,13.15,83,81,0.81,AU,1738272398
332,kismayo,-0.3582,42.5454,24.62,83,45,5.49,SO,1738272775
333,pingliang,35.5392,106.6861,-3.12,71,100,2.51,CN,1738272776
334,puerto baquerizo moreno,-0.9,-89.6,28.55,65,20,7.2,EC,1738272777
335,tateyama,34.9833,139.8667,5.36,50,36,3.27,JP,1738272779
336,el maamoura,36.465,10.8061,14.07,65,100,5.24,TN,1738272780
337,cill airne,52.05,-9.5167,8.38,98,100,2.67,IE,1738272781
338,hobyo,5.3505,48.5268,23.97,81,10,7.83,SO,1738272782
339,caconda,-13.7333,15.0667,16.63,92,100,2.79,AO,1738272784
340,alamar,23.1583,-82.2769,31.13,63,39,8.88,CU,1738272785
341,mogok,22.9167,96.5,10.52,35,61,0.96,MM,1738272786
342,kabo,7.6994,18.629,23.05,16,57,2.48,CF,1738272787
343,georgetown,5.4112,100.3354,25.96,67,20,2.57,MY,1738272789
344,miles city,46.4083,-105.8406,4.54,56,0,2.57,US,1738272790
345,east london,-33.0153,27.9116,24.04,91,73,5.34,ZA,1738272791
346,tarakan,3.3,117.6333,23.72,100,20,0.51,ID,1738272792
347,dapchi,12.4904,11.4944,19.5,23,53,3.93,NG,1738272794
348,kenora,49.8167,-94.4337,-0.46,69,75,3.09,CA,1738272795
349,kerikeri,-35.2268,173.9474,22.13,55,7,1.68,NZ,1738272796
350,san salvador,13.6894,-89.1872,30.48,74,20,4.12,SV,1738272797
351,luderitz,-26.6481,15.1594,17.05,84,9,4.65,NA,1738272799
352,shiyan,32.6475,110.7781,2.44,99,100,1.19,CN,1738272800
353,calamar,10.2511,-74.9146,34.2,41,77,7.0,CO,1738272801
354,kapuskasing,49.4169,-82.4331,-8.95,79,100,4.12,CA,1738272802
355,tadine,-21.55,167.8833,28.03,69,5,7.58,NC,1738272804
356,hornsby bend,30.2474,-97.5833,21.11,48,100,4.63,US,1738272805
357,minas de marcona,-15.2119,-75.1103,20.53,66,81,7.16,PE,1738272806
358,susuman,62.7833,148.1667,-41.58,99,57,0.38,RU,1738272807
359,yuzhno-kurilsk,44.0306,145.8556,-1.21,95,100,11.5,RU,1738272809
360,sisimiut,66.9395,-53.6735,-9.95,63,82,7.21,GL,1738272810
361,itanagar,27.1,93.6167,11.45,76,32,1.32,IN,1738272813
362,uturoa,-16.7333,-151.4333,27.68,74,4,7.71,PF,1738272814
363,nago,26.5881,127.9761,14.74,67,8,3.08,JP,1738272817
364,holualoa,19.6228,-155.9522,28.79,68,0,12.35,US,1738272818
365,waingapu,-9.6567,120.2641,25.1,85,100,4.63,ID,1738272819
366,yaren,-0.5472,166.916,27.07,78,53,6.95,NR,1738272820
367,tazovsky,67.4667,78.7,-25.65,99,78,3.44,RU,1738272821
368,laurel,39.0993,-76.8483,10.33,49,0,4.63,US,1738272823
369,tolanaro,-25.0319,46.9987,26.32,84,70,3.06,MG,1738272824
370,melfort,52.8667,-104.6177,-14.93,78,100,5.66,CA,1738272825
371,urangan,-25.3,152.9,26.41,71,77,5.57,AU,1738272826
372,patterson,37.4716,-121.1297,14.41,68,0,1.81,US,1738272829
373,richards bay,-28.783,32.0377,23.63,87,55,3.11,ZA,1738272830
374,manturovo,58.3353,44.7619,0.74,99,100,2.74,RU,1738272832
375,akureyri,65.6835,-18.0878,-5.04,86,75,2.06,IS,1738272833
376,tangalle,6.024,80.7911,24.32,93,61,3.85,LK,1738272835
377,lecheng,25.1238,113.3254,13.63,74,80,1.54,CN,1738272836
378,vorgashor,67.5833,63.95,-17.65,98,100,2.15,RU,1738272837
379,melioratorov,57.2107,65.6077,-16.79,85,100,1.0,RU,1738272839
380,saipan,15.1355,145.701,27.58,80,20,6.71,MP,1738272840
381,tomatlan,19.9333,-105.25,31.05,31,34,4.24,MX,1738272841
382,changzhi,35.2089,111.7386,-0.13,79,100,0.9,CN,1738272842
383,nuevo casas grandes,30.4167,-107.9167,12.78,18,0,9.5,MX,1738272844
384,urengoy,65.9667,78.3667,-28.73,100,44,2.87,RU,1738272845
385,parabel',58.6978,81.4825,-27.84,100,34,1.63,RU,1738272846
386,mirny,62.5353,113.9611,-36.43,100,96,0.18,RU,1738272847
387,conceicao da barra,-18.5933,-39.7322,25.29,82,48,3.76,BR,1738272848
388,machico,32.7,-16.7667,16.51,71,20,5.66,PT,1738272850
389,kavaratti,10.5669,72.642,27.48,72,51,3.11,IN,1738272851
390,azadshahr,34.7909,48.5707,-6.73,93,0,1.03,IR,1738272852
391,labytnangi,66.6572,66.4183,-23.3,99,100,2.57,RU,1738272853
392,hirara,24.8,125.2833,18.15,68,75,3.6,JP,1738272855
393,pacasmayo,-7.4006,-79.5714,24.08,72,17,6.47,PE,1738272856
394,gornozavodsk,58.3758,58.3211,-6.5,97,100,1.55,RU,1738272857
395,hadibu,12.65,54.0333,22.65,78,56,4.79,YE,1738272858
396,basco,20.4487,121.9702,22.18,84,100,12.0,PH,1738272859
397,karak,31.1667,35.75,9.75,40,6,2.65,JO,1738272861
398,marka,1.7159,44.7717,24.2,89,2,6.8,SO,1738272862
399,raja,8.4596,25.678,20.39,23,1,1.99,SS,1738272863
400,mweka,-4.85,21.5667,21.24,94,100,0.99,CD,1738272864
401,petrosino,37.7077,12.4999,14.4,78,49,7.34,IT,1738272865
402,prince george,53.9166,-122.753,-1.88,77,100,1.34,CA,1738272636
403,le vauclin,14.5452,-60.8388,28.03,65,20,5.14,MQ,1738272868
404,urzhar,47.093,81.6294,-5.23,98,100,0.78,KZ,1738272869
405,ko pha ngan,9.7578,100.0291,22.49,70,95,4.06,TH,1738272870
406,meulaboh,4.1363,96.1285,25.04,85,100,1.18,ID,1738272871
407,carbondale,37.7273,-89.2168,8.44,94,100,3.09,US,1738272653
408,ceylanpinar,36.8472,40.05,6.44,28,2,2.8,TR,1738272874
409,ishigaki,24.3448,124.1572,18.07,72,75,6.17,JP,1738272875
410,qamdo,31.1667,97.2333,-4.99,57,99,3.09,CN,1738272876
411,puga,21.5833,-104.8167,29.04,24,0,3.09,MX,1738272878
412,fuling,29.7022,107.3919,8.78,96,100,0.17,CN,1738272879
413,tacoronte,28.4769,-16.4102,14.53,76,75,3.6,ES,1738272880
414,anar darah,32.7587,61.654,0.82,69,1,5.53,AF,1738272881
415,andergrove,-21.0833,149.1833,26.98,80,92,9.08,AU,1738272882
416,labrador city,52.9463,-66.9114,-25.05,64,75,7.2,CA,1738272884
417,tortoli,39.9256,9.6572,12.21,66,72,0.89,IT,1738272885
418,usogorsk,63.4106,48.6872,-0.32,98,100,3.06,RU,1738272886
419,mo i rana,66.3128,14.1428,-2.74,86,75,3.13,NO,1738272887
420,ad dilam,23.9915,47.1627,12.53,43,0,3.74,SA,1738272888
421,harstad,68.799,16.5293,1.9,72,100,0.89,NO,1738272890
422,n'zeto,-7.2312,12.8666,26.25,79,93,1.95,AO,1738272891
423,nieuw amsterdam,5.8833,-55.0833,28.01,74,40,4.12,SR,1738272892
424,keren,15.7778,38.4581,16.48,78,0,2.48,ER,1738272893
425,poltavka,54.3663,71.7632,-23.93,100,62,2.76,RU,1738272894
426,puerto lempira,15.2667,-83.7667,30.08,70,40,5.14,HN,1738272896
427,osorio,-29.8867,-50.2697,20.81,84,73,1.76,BR,1738272897
428,amol,36.4696,52.3507,5.68,81,0,0.93,IR,1738272898
429,vilyuysk,63.7553,121.6247,-40.95,100,87,1.32,RU,1738272899
430,tobelo,1.7284,128.0095,26.25,82,100,1.74,ID,1738272900
431,kiama,-34.6833,150.8667,21.32,88,99,0.89,AU,1738272357
432,kelowna,49.8831,-119.4857,3.41,59,100,6.17,CA,1738272444
433,mount pearl,47.5166,-52.7813,-3.81,92,100,8.75,CA,1738272664
434,rio hato,8.3833,-80.1667,32.75,55,20,5.14,PA,1738272905
435,savelugu,9.6244,-0.8253,29.15,13,41,2.74,GH,1738272907
436,grand falls-windsor,48.9332,-55.6649,-10.83,80,100,1.34,CA,1738272908
437,les anglais,18.3054,-74.2197,25.25,81,47,0.12,HT,1738272909
438,kas,36.2018,29.6377,12.05,75,55,1.32,TR,1738272910
439,bairnsdale,-37.8333,147.6167,14.47,91,6,1.18,AU,1738272410
440,dalbandin,28.8947,64.4101,5.97,46,2,2.4,PK,1738272916
441,salahonda,2.1019,-78.7217,26.58,84,99,7.14,CO,1738272917
442,barah,13.7,30.3667,17.25,22,4,5.01,SD,1738272918
443,ulsteinvik,62.3432,5.8487,4.07,92,97,2.32,NO,1738272920
444,plaza huincul,-38.926,-69.2086,38.23,9,0,4.61,AR,1738272921
445,qusmuryn,52.4503,64.6311,-22.22,100,48,1.08,KZ,1738272922
446,strathmore,51.0501,-113.3852,-6.05,95,82,2.1,CA,1738272923
447,sao vicente,-23.9631,-46.3919,23.98,35,75,1.03,BR,1738272926
448,kone,-21.0595,164.8658,28.73,66,91,3.24,NC,1738272927
449,farafangana,-22.8167,47.8333,26.29,93,74,2.98,MG,1738272928
450,toliara,-23.35,43.6667,25.89,89,97,2.44,MG,1738272930
451,balabac,7.9868,117.0645,26.27,83,100,5.05,PH,1738272931
452,tchibanga,-2.85,11.0333,22.72,98,97,0.99,GA,1738272932
453,anna regina,7.2644,-58.5077,25.59,79,100,4.05,GY,1738272933
454,uttar char fasson,22.2332,90.7132,20.65,91,18,3.04,BD,1738272935
455,castillos,-34.1667,-53.8333,22.29,65,0,3.85,UY,1738272936
456,polyarnyy,69.1989,33.4478,-0.39,89,100,10.61,RU,1738272937
457,mili,6.0815,171.735,27.29,80,25,8.23,MH,1738272938
458,nuku'alofa,-21.1333,-175.2,25.19,94,75,4.63,TO,1738272940
459,hovd,48.0056,91.6419,-19.01,79,61,1.49,MN,1738272942
460,prado,-17.3411,-39.2208,25.77,83,11,5.01,BR,1738272944
461,whakatane,-37.9585,176.9854,21.58,50,98,1.03,NZ,1738272945
462,kamaishi,39.2667,141.8833,-1.43,68,74,4.86,JP,1738272946
463,korla,41.7597,86.1469,-7.07,74,100,2.09,CN,1738272948
464,krasnyy chikoy,50.3643,108.7512,-25.57,100,100,0.52,RU,1738272949
465,nguruka,-5.1092,31.0419,17.19,96,60,1.04,TZ,1738272950
466,preobrazheniye,42.9019,133.9064,-12.56,72,2,3.61,RU,1738272951
467,marquette,46.5333,-87.6335,0.74,59,9,2.69,US,1738272953
468,princeville,45.7668,-61.2985,-13.16,86,100,9.77,CA,1738272954
469,kirkland lake,48.1446,-80.0377,-10.84,85,100,2.06,CA,1738272955
470,uglich,57.5275,38.3317,4.42,88,100,4.58,RU,1738272956
471,taoudenni,22.6783,-3.9836,20.09,14,0,2.68,ML,1738272957
472,tibiri,13.5627,7.0485,20.55,16,64,4.92,NE,1738272959
473,santa ana,33.7456,-117.8678,15.56,64,75,3.6,US,1738272320
474,al bayda',32.7627,21.7551,8.7,79,45,2.75,LY,1738272962
475,bonthe,7.5264,-12.505,26.12,84,2,2.96,SL,1738272964
476,yermentau,51.6214,73.1069,-21.43,100,99,2.53,KZ,1738272965
477,sihanoukville,10.6093,103.5296,19.97,94,40,2.06,KH,1738272966
478,taroa,8.7058,171.2275,26.98,79,73,7.06,MH,1738272968
479,chikwawa,-16.0335,34.8009,22.83,92,95,0.79,MW,1738272969
480,lake havasu city,34.4839,-114.3224,19.57,35,0,0.89,US,1738272970
481,zhangye,38.9342,100.4517,-10.13,64,91,2.28,CN,1738272971
482,quepos,9.4236,-84.1652,28.19,76,18,2.11,CR,1738272972
483,saldanha,-33.0117,17.9442,18.86,81,66,4.51,ZA,1738272974
484,pitimbu,-7.4706,-34.8086,26.85,69,13,4.11,BR,1738272975
485,podporozh'ye,60.9112,34.1706,1.74,85,100,5.63,RU,1738272976
486,pont rouge,48.8833,-72.0825,-19.7,89,100,1.76,CA,1738272977
487,lycksele,64.5954,18.6735,-6.07,93,100,0.51,SE,1738272979
488,tikhvin,59.6451,33.5294,4.58,89,100,4.66,RU,1738272980
489,severo-yeniseyskiy,60.3725,93.0408,-35.19,100,16,1.34,RU,1738272981
490,kilindoni,-7.9139,39.6668,27.27,84,44,6.95,TZ,1738272983
491,rio de janeiro,-22.9028,-43.2075,29.12,77,75,6.17,BR,1738272984
492,copalnic manastur,47.5,23.6833,6.32,84,98,1.67,RO,1738272985
493,lobva,59.1854,60.5185,-20.87,100,100,1.68,RU,1738272986
494,andilamena,-17.0167,48.5833,20.07,98,27,1.89,MG,1738272988
495,el calafate,-50.3408,-72.2768,14.54,41,99,5.53,AR,1738272989
496,gorontalo,0.5412,123.0595,23.4,98,100,1.34,ID,1738272991
497,pechora,65.1472,57.2244,-14.47,96,100,3.45,RU,1738272992
498,choibalsan,48.0667,114.5,-22.7,97,16,1.34,MN,1738272994
499,bandar labuan,5.2888,115.2692,26.2,94,40,3.6,MY,1738272995
500,tacna,-18.0056,-70.2483,24.11,50,40,5.14,PE,1738272996
501,flying fish cove,-10.4217,105.6791,25.82,94,100,5.66,CX,1738272997
502,new territory,29.5941,-95.6808,18.34,89,100,4.12,US,1738272851
503,petropavlovsk-kamchatsky,53.0452,158.6483,-3.67,46,75,7.0,RU,1738273000
504,thief river falls,48.1191,-96.1812,2.96,60,0,2.57,US,1738273001
505,yamada,39.4667,141.95,-2.14,70,92,0.96,JP,1738273002
506,longboat key,27.4125,-82.659,27.29,56,66,1.74,US,1738273004
507,praia,14.9215,-23.5087,22.3,73,0,8.23,CV,1738273005
508,tiszakecske,46.9326,20.1035,9.17,87,100,2.24,HU,1738273006
509,kokoda,-8.8785,147.7407,26.38,89,100,0.55,PG,1738273007
510,sao jose da coroa grande,-8.8978,-35.1478,26.12,72,20,4.09,BR,1738273008
511,escarcega,18.6089,-90.7454,32.89,44,14,4.43,MX,1738273010
512,santa cruz cabralia,-16.2781,-39.0247,27.13,78,20,5.66,BR,1738273011
513,adiake,5.2863,-3.304,26.54,82,5,2.78,CI,1738273012
514,aldinga beach,-35.2793,138.4604,17.59,67,0,6.68,AU,1738273013
515,ta`u,-14.2336,-169.5144,28.1,76,86,8.34,AS,1738273015
516,ploudalmezeau,48.5333,-4.65,3.21,87,0,1.54,FR,1738273016
517,celestun,20.8667,-90.4,29.51,59,0,2.26,MX,1738273017
518,bengkulu,-3.8004,102.2655,23.67,90,82,1.98,ID,1738273018
519,kupang,-10.1667,123.5833,25.32,100,75,1.54,ID,1738273019
520,albina,5.5,-54.05,24.78,82,99,2.19,SR,1738273020
521,pisco,-13.7,-76.2167,27.03,61,0,8.75,PE,1738273022
522,klyuchi,52.2667,79.1667,-12.64,95,100,4.26,RU,1738273023
523,hilton head island,32.2163,-80.7526,18.03,70,0,3.09,US,1738273025
524,ilomantsi,62.6716,30.9328,-0.41,91,100,5.45,FI,1738273026
525,brush,40.2589,-103.6238,3.57,81,40,3.09,US,1738273027
526,molina,-35.1167,-71.2833,31.85,27,0,4.63,CL,1738273028
527,mao,39.8885,4.2658,9.31,76,0,2.06,ES,1738273030
528,pleiku,13.9833,108.0,11.78,91,51,1.89,VN,1738273031
529,olyokminsk,60.3736,120.4264,-36.19,99,100,0.46,RU,1738273032
530,praia da vitoria,38.7333,-27.0667,16.14,77,40,6.49,PT,1738273033
531,vila franca do campo,37.7167,-25.4333,16.23,87,89,3.47,PT,1738273035
532,coron,11.9986,120.2043,26.15,79,90,5.62,PH,1738273036
533,port pirie,-33.1833,138.0167,21.06,42,0,3.02,AU,1738273037
534,colonia menno,-22.3667,-59.8167,33.25,48,44,0.64,PY,1738273039
535,mut,36.6439,33.4389,9.3,52,100,0.92,TR,1738273040
536,garachico,28.7781,-17.7646,16.06,59,75,7.2,ES,1738273043
537,ola,59.5833,151.2833,-23.62,81,1,4.94,RU,1738273044
538,kineshma,57.4391,42.1289,2.06,96,100,3.04,RU,1738273045
539,kirensk,57.7853,108.1119,-37.22,100,61,0.29,RU,1738273046
540,scottburgh,-30.2867,30.7532,24.23,90,83,4.5,ZA,1738273048
541,at taj,24.2049,23.2857,13.19,46,67,4.9,LY,1738273049
542,al jawf,29.5,38.75,10.18,36,90,4.53,SA,1738273050
543,shalkar,47.8288,59.6258,-1.52,92,100,3.67,KZ,1738273052
544,mont-laurier,46.5501,-75.4993,-11.44,92,100,2.88,CA,1738273053
545,osuna,37.2377,-5.1075,7.24,80,43,0.68,ES,1738273054
546,thulamahashi,-24.7246,31.1994,22.77,79,9,2.05,ZA,1738273055
547,salalah,17.0151,54.0924,26.05,21,0,6.17,OM,1738273057
548,la paz,-16.5,-68.15,11.99,78,75,3.09,BO,1738273058
549,walvis bay,-22.9575,14.5053,19.09,77,14,8.08,NA,1738273059
550,el bauga,18.262,33.9081,18.69,28,27,4.55,SD,1738273060
551,muisne,0.6,-80.0333,25.72,86,98,4.38,EC,1738273062
552,umba,66.6871,34.3429,-0.65,99,100,2.96,RU,1738273063
553,placido de castro,-10.3353,-67.1856,26.77,79,95,0.54,BR,1738273064
554,baza,37.4907,-2.7726,5.23,71,16,4.64,ES,1738273065
555,union city,37.5958,-122.0192,13.59,64,100,3.13,US,1738273068
556,selfoss,63.9331,-20.9971,-3.93,77,79,2.73,IS,1738273069
